o_zone_id,d_zone_id,link_ids,prob_ref,volume_ref,cost_base,source,path_id
1,23,2;7;36;34;42,0.00406006,1.21802,44.5502,s0_baseline,56.0
1,23,2;7;37;39;76,0.983873,295.162,32.2904,s0_baseline,57.0
1,24,2;7;37;39,1.0,100.0,28.5304,s0_baseline,58.0
2,1,3,1.0,100.0,6.00098,s0_baseline,59.0
2,3,3;2,1.0,100.0,10.0104,s0_baseline,60.0
2,4,3;2;6,0.993341,198.668,14.3214,s0_baseline,61.0
2,4,4;15;11,0.00665941,1.33188,18.4827,s0_baseline,62.0
2,5,3;2;6;9,0.194802,19.4802,16.6732,s0_baseline,63.0
2,5,4;15,0.805198,80.5198,16.1434,s0_baseline,64.0
2,6,4,1.0,400.0,6.54866,s0_baseline,65.0
2,7,3;2;6;9;13;24;20,0.00348826,0.697653,46.9861,s0_baseline,66.0
2,7,4;16;20,0.996512,199.302,27.0016,s0_baseline,67.0
2,8,3;2;6;9;13;24,0.00348826,1.39531,41.4599,s0_baseline,68.0
2,8,4;16,0.996512,398.605,21.4754,s0_baseline,69.0
2,9,3;2;6;9;13,0.194802,38.9603,26.5812,s0_baseline,70.0
2,9,4;15;13,0.805198,161.04,26.0514,s0_baseline,71.0
2,10,3;2;6;10;32,0.00909454,5.45672,34.0077,s0_baseline,72.0
2,10,4;15;13;25,0.782543,469.526,31.8167,s0_baseline,73.0
2,10,3;2;7;36;32,0.00690141,4.14085,39.8769,s0_baseline,74.0
2,10,3;2;6;9;13;25,0.194802,116.881,32.3465,s0_baseline,75.0
2,10,4;16;22;48,0.00665941,3.99565,52.587,s0_baseline,76.0
2,11,3;2;7;36,0.00690141,1.38028,27.6751,s0_baseline,77.0
2,11,3;2;6;10,0.986439,197.288,21.8058,s0_baseline,78.0
2,11,4;15;11;10,0.00665941,1.33188,25.967,s0_baseline,79.0
2,12,3;2;7,1.0,100.0,14.0343,s0_baseline,80.0
2,13,3;2;7;37,1.0,300.0,17.062,s0_baseline,81.0
2,14,3;2;7;36;34,0.00406006,0.406006,41.6514,s0_baseline,82.0
2,14,3;2;6;10;34,0.982951,98.2951,35.7822,s0_baseline,83.0
2,14,3;2;7;37;39;76;71,0.00632962,0.632962,47.3576,s0_baseline,84.0
2,14,4;15;11;10;34,0.00665941,0.665941,39.9434,s0_baseline,85.0
2,15,4;16;20;18;56;61;57,0.0308562,3.08562,46.9407,s0_baseline,86.0
2,15,3;2;6;10;32;28,0.00909454,0.909454,47.6783,s0_baseline,87.0
2,15,3;2;7;36;34;41,0.00406006,0.406006,53.8824,s0_baseline,88.0
2,15,4;15;13;25;28,0.782543,78.2543,45.4873,s0_baseline,89.0
2,15,3;2;6;9;13;25;28,0.163945,16.3945,46.0171,s0_baseline,90.0
2,15,4;16;20;18;56;62;65;67,0.00284135,0.284135,54.758,s0_baseline,91.0
2,15,4;16;22;49;53;57,0.00665941,0.665941,53.2185,s0_baseline,92.0
2,16,4;16;20;18;55,0.0581986,23.2794,32.2285,s0_baseline,93.0
2,16,3;2;6;9;13;24;20;18;55,0.00348826,1.39531,52.2131,s0_baseline,94.0
2,16,4;16;22,0.938313,375.325,32.1519,s0_baseline,95.0
2,17,3;2;7;36;32;30,0.00284135,0.56827,56.5567,s0_baseline,96.0
2,17,3;2;6;9;13;25;30,0.0279893,5.59787,49.0263,s0_baseline,97.0
2,17,4;16;20;18;55;49,0.0308562,6.17123,41.501,s0_baseline,98.0
2,17,4;16;22;49,0.938313,187.663,41.4244,s0_baseline,99.0
2,19,4;16;20;18;56;62;65;67;45,0.00284135,0.284135,59.0724,s0_baseline,100.0
2,19,4;16;20;18;56;61,0.96158,96.158,42.624,s0_baseline,101.0
2,19,4;15;13;25;28;45,0.00893676,0.893676,49.8018,s0_baseline,102.0
2,19,3;2;6;9;13;25;28;45,0.0159222,1.59222,50.3316,s0_baseline,103.0
2,19,4;16;22;49;53,0.0107195,1.07195,48.9018,s0_baseline,104.0
2,20,4;16;22;50;56,0.00705753,0.705753,39.5927,s0_baseline,105.0
2,20,3;2;6;9;13;25;28;45;59,0.00348826,0.348826,59.7184,s0_baseline,106.0
2,20,4;16;20;18;56,0.989454,98.9454,33.3298,s0_baseline,107.0
2,22,3;2;7;37;39;76;72,0.00593929,0.593929,50.1872,s0_baseline,108.0
2,22,3;2;7;37;39;75;65,0.0215285,2.15285,50.1141,s0_baseline,109.0
2,22,4;16;22;50;56;63,0.00705753,0.705753,47.44,s0_baseline,110.0
2,22,4;16;20;18;56;62;65,0.00284135,0.284135,45.8897,s0_baseline,111.0
2,22,3;2;6;9;13;25;28;46,0.00348826,0.348826,55.0025,s0_baseline,112.0
2,22,3;2;6;10;34;42;72,0.0120671,1.20671,56.5778,s0_baseline,113.0
2,22,4;16;20;18;56;63,0.947078,94.7078,41.177,s0_baseline,114.0
3,1,5,1.0,100.0,4.00875,s0_baseline,115.0
3,2,5;1,1.0,100.0,10.0096,s0_baseline,116.0
3,4,6,1.0,200.0,4.31108,s0_baseline,117.0
3,5,6;9,1.0,100.0,6.66282,s0_baseline,118.0
3,6,5;1;4,0.278782,83.6347,16.5583,s0_baseline,119.0
3,6,6;9;12,0.721218,216.365,16.7442,s0_baseline,120.0
3,7,6;9;13;24;20,0.218559,21.8559,36.9758,s0_baseline,121.0
3,7,5;1;4;16;20,0.197581,19.7581,37.0112,s0_baseline,122.0
3,7,6;9;12;16;20,0.58386,58.386,37.1971,s0_baseline,123.0
3,8,5;1;4;16,0.197581,39.5163,31.485,s0_baseline,124.0
3,8,6;9;13;24,0.218559,43.7118,31.4496,s0_baseline,125.0
3,8,6;9;12;16,0.58386,116.772,31.6709,s0_baseline,126.0
3,9,6;9;13,1.0,100.0,16.5708,s0_baseline,127.0
3,10,6;10;32,0.00909454,2.72836,23.9973,s0_baseline,128.0
3,10,7;36;32,0.00690141,2.07042,29.8665,s0_baseline,129.0
3,10,6;9;13;25,0.984004,295.201,22.3361,s0_baseline,130.0
3,11,7;36,0.00690141,2.07042,17.6647,s0_baseline,131.0
3,11,6;10,0.993099,297.93,11.7955,s0_baseline,132.0
3,12,7,1.0,200.0,4.02399,s0_baseline,133.0
3,13,7;37,1.0,100.0,7.05168,s0_baseline,134.0
3,14,7;36;34,0.00406006,0.406006,31.6411,s0_baseline,135.0
3,14,7;37;39;76;71,0.00632962,0.632962,37.3473,s0_baseline,136.0
3,14,6;10;34,0.98961,98.961,25.7718,s0_baseline,137.0
3,15,6;10;32;28,0.00909454,0.909454,37.6679,s0_baseline,138.0
3,15,7;36;34;41,0.00406006,0.406006,43.8721,s0_baseline,139.0
3,15,7;37;39;75;65;67,0.00284135,0.284135,48.972,s0_baseline,140.0
3,15,6;9;13;25;28,0.964237,96.4237,36.0068,s0_baseline,141.0
3,15,6;10;34;41,0.0197673,1.97673,38.0028,s0_baseline,142.0
3,16,6;9;12;16;20;18;55,0.0308562,6.17123,42.424,s0_baseline,143.0
3,16,6;9;13;24;22,0.132464,26.4928,42.1261,s0_baseline,144.0
3,16,6;9;13;25;29,0.0829736,16.5947,42.7182,s0_baseline,145.0
3,16,5;1;4;16;22,0.19474,38.948,42.1615,s0_baseline,146.0
3,16,5;1;4;16;20;18;55,0.00284135,0.56827,42.2381,s0_baseline,147.0
3,16,6;9;13;24;20;18;55,0.0155554,3.11108,42.2027,s0_baseline,148.0
3,16,6;9;12;16;22,0.54057,108.114,42.3474,s0_baseline,149.0
3,17,6;9;13;25;29;49,0.00593929,0.593929,51.9907,s0_baseline,150.0
3,17,6;10;32;30,0.00909454,0.909454,40.6771,s0_baseline,151.0
3,17,5;1;4;16;22;49,0.00406006,0.406006,51.434,s0_baseline,152.0
3,17,7;36;32;30,0.00284135,0.284135,46.5464,s0_baseline,153.0
3,17,6;9;13;25;30,0.971405,97.1405,39.016,s0_baseline,154.0
3,17,6;9;12;16;22;49,0.00665941,0.665941,51.6199,s0_baseline,155.0
3,22,7;36;34;42;72,0.00406006,0.406006,52.4367,s0_baseline,156.0
3,22,7;37;39;76;72,0.343312,34.3312,40.1769,s0_baseline,157.0
3,22,6;10;34;42;72,0.0120671,1.20671,46.5674,s0_baseline,158.0
3,22,6;9;13;25;28;46,0.00348826,0.348826,44.9921,s0_baseline,159.0
3,22,7;37;39;75;65,0.637073,63.7073,40.1038,s0_baseline,160.0
3,23,6;10;34;42,0.0120671,1.20671,34.6716,s0_baseline,161.0
3,23,7;36;34;42,0.00406006,0.406006,40.5408,s0_baseline,162.0
3,23,7;37;39;76,0.983873,98.3873,28.281,s0_baseline,163.0
4,1,8;5,1.0,500.0,8.30349,s0_baseline,164.0
4,2,8;5;1,0.993341,198.668,14.3043,s0_baseline,165.0
4,2,9;12;14,0.00665941,1.33188,19.1363,s0_baseline,166.0
4,3,8,1.0,200.0,4.29473,s0_baseline,167.0
4,5,9,1.0,500.0,2.35174,s0_baseline,168.0
4,6,9;12,1.0,400.0,12.4331,s0_baseline,169.0
4,7,9;13;24;20,0.218559,87.4236,32.6647,s0_baseline,170.0
4,7,9;12;16;20,0.781441,312.576,32.886,s0_baseline,171.0
4,8,9;13;24,0.218559,152.991,27.1385,s0_baseline,172.0
4,8,9;12;16,0.781441,547.009,27.3598,s0_baseline,173.0
4,9,9;13,1.0,700.0,12.2598,s0_baseline,174.0
4,10,10;32,0.0131546,15.7855,19.6862,s0_baseline,175.0
4,10,9;13;25,0.986845,1184.21,18.025,s0_baseline,176.0
4,11,10,1.0,1400.0,7.48438,s0_baseline,177.0
4,12,8;7,1.0,600.0,8.31872,s0_baseline,178.0
4,13,8;7;37,1.0,600.0,11.3464,s0_baseline,179.0
4,14,8;7;37;39;76;71,0.00348826,1.74413,41.642,s0_baseline,180.0
4,14,10;34,0.996512,498.256,21.4607,s0_baseline,181.0
4,15,10;32;28,0.00909454,4.54727,33.3569,s0_baseline,182.0
4,15,9;13;25;28,0.967078,483.539,31.6957,s0_baseline,183.0
4,15,10;34;41,0.0238273,11.9137,33.6917,s0_baseline,184.0
4,16,9;13;24;22,0.132464,105.971,37.815,s0_baseline,185.0
4,16,9;13;25;29,0.115153,92.1221,38.4071,s0_baseline,186.0
4,16,9;12;16;20;18;55,0.0336975,26.958,38.113,s0_baseline,187.0
4,16,9;13;24;20;18;55,0.0155554,12.4443,37.8916,s0_baseline,188.0
4,16,9;12;16;22,0.703131,562.504,38.0363,s0_baseline,189.0
4,17,9;13;25;29;49,0.00593929,2.96965,47.6796,s0_baseline,190.0
4,17,10;32;30,0.00909454,4.54727,36.3661,s0_baseline,191.0
4,17,9;13;25;30,0.974247,487.123,34.7049,s0_baseline,192.0
4,17,9;12;16;22;49,0.0107195,5.35974,47.3088,s0_baseline,193.0
4,18,9;13;25;29;50,0.00593929,0.593929,41.5778,s0_baseline,194.0
4,18,9;12;16;22;50,0.00705753,0.705753,41.2071,s0_baseline,195.0
4,18,9;13;24;20;18,0.21262,21.262,34.7229,s0_baseline,196.0
4,18,9;12;16;20;18,0.774384,77.4384,34.9442,s0_baseline,197.0
4,19,10;32;28;45,0.00909454,1.81891,37.6713,s0_baseline,198.0
4,19,9;13;25;28;45,0.967078,193.416,36.0102,s0_baseline,199.0
4,19,10;34;41;45,0.0171679,3.43358,38.0062,s0_baseline,200.0
4,19,9;12;16;22;49;53,0.00665941,1.33188,54.7862,s0_baseline,201.0
4,20,9;13;24;20;18;56,0.209131,62.7394,38.9929,s0_baseline,202.0
4,20,9;13;25;29;50;56,0.00593929,1.78179,45.8479,s0_baseline,203.0
4,20,9;12;16;22;50;56,0.00705753,2.11726,45.4771,s0_baseline,204.0
4,20,9;13;25;28;45;59,0.00348826,1.04648,45.3969,s0_baseline,205.0
4,20,9;12;16;20;18;56,0.774384,232.315,39.2142,s0_baseline,206.0
4,21,10;34;42;72;69,0.0293011,5.86023,46.5515,s0_baseline,207.0
4,21,9;13;25;28;45;59;62,0.00348826,0.697653,53.658,s0_baseline,208.0
4,21,8;7;37;39;75,0.967211,193.442,40.0997,s0_baseline,209.0
4,22,10;32;28;46,0.00909454,3.63782,42.3422,s0_baseline,210.0
4,22,8;7;37;39;75;65,0.0531124,21.245,44.3985,s0_baseline,211.0
4,22,9;13;25;28;46,0.827258,330.903,40.681,s0_baseline,212.0
4,22,10;34;42;72,0.110535,44.2141,42.2563,s0_baseline,213.0
4,23,8;7;37;39;76,0.126331,63.1653,32.5757,s0_baseline,214.0
4,23,10;34;42,0.873669,436.835,30.3605,s0_baseline,215.0
4,24,10;34;42;73,0.0161272,3.22544,34.1841,s0_baseline,216.0
4,24,8;7;37;39,0.983873,196.775,28.8157,s0_baseline,217.0
5,1,11;8;5,1.0,200.0,10.6428,s0_baseline,218.0
5,2,11;8;5;1,0.18549,18.549,16.6436,s0_baseline,219.0
5,2,12;14,0.81451,81.451,16.7846,s0_baseline,220.0
5,3,11;8,1.0,100.0,6.634,s0_baseline,221.0
5,4,11,1.0,500.0,2.33927,s0_baseline,222.0
5,6,12,1.0,200.0,10.0814,s0_baseline,223.0
5,7,13;24;20,0.218559,43.7118,30.313,s0_baseline,224.0
5,7,12;16;20,0.781441,156.288,30.5343,s0_baseline,225.0
5,8,13;24,0.218559,109.279,24.7868,s0_baseline,226.0
5,8,12;16,0.781441,390.721,25.0081,s0_baseline,227.0
5,9,13,1.0,800.0,9.90803,s0_baseline,228.0
5,10,11;10;32,0.00406006,4.06006,22.0255,s0_baseline,229.0
5,10,13;25,0.99594,995.94,15.6733,s0_baseline,230.0
5,11,11;10,1.0,500.0,9.82365,s0_baseline,231.0
5,12,11;8;7,1.0,200.0,10.658,s0_baseline,232.0
5,13,11;8;7;37,1.0,200.0,13.6857,s0_baseline,233.0
5,14,13;25;28;44,0.00348826,0.348826,41.4963,s0_baseline,234.0
5,14,11;10;34,0.996512,99.6512,23.8,s0_baseline,235.0
5,15,11;10;34;41,0.00406006,0.812013,36.031,s0_baseline,236.0
5,15,13;25;28,0.99594,199.188,29.344,s0_baseline,237.0
5,16,13;24;22,0.132464,66.2319,35.4633,s0_baseline,238.0
5,16,13;25;29,0.115153,57.5763,36.0553,s0_baseline,239.0
5,16,12;16;20;18;55,0.0336975,16.8488,35.7612,s0_baseline,240.0
5,16,13;24;20;18;55,0.0155554,7.7777,35.5399,s0_baseline,241.0
5,16,12;16;22,0.703131,351.565,35.6846,s0_baseline,242.0
5,17,13;25;29;49,0.00593929,1.18786,45.3278,s0_baseline,243.0
5,17,13;25;30,0.983341,196.668,32.3531,s0_baseline,244.0
5,17,12;16;22;49,0.0107195,2.1439,44.9571,s0_baseline,245.0
5,19,11;10;34;41;45,0.00406006,0.406006,40.3455,s0_baseline,246.0
5,19,13;25;28;45,0.989281,98.9281,33.6584,s0_baseline,247.0
5,19,12;16;22;49;53,0.00665941,0.665941,52.4345,s0_baseline,248.0
5,20,13;24;20;18;56,0.209131,20.9131,36.6412,s0_baseline,249.0
5,20,13;25;29;50;56,0.00593929,0.593929,43.4961,s0_baseline,250.0
5,20,12;16;22;50;56,0.00705753,0.705753,43.1254,s0_baseline,251.0
5,20,13;25;28;45;59,0.00348826,0.348826,43.0452,s0_baseline,252.0
5,20,12;16;20;18;56,0.774384,77.4384,36.8625,s0_baseline,253.0
5,21,12;16;20;18;56;62,0.0308562,3.08562,45.1236,s0_baseline,254.0
5,21,11;10;34;42;72;69,0.0293011,2.93011,48.8908,s0_baseline,255.0
5,21,11;8;7;37;39;75,0.840688,84.0688,42.4389,s0_baseline,256.0
5,21,13;25;28;45;59;62,0.00348826,0.348826,51.3063,s0_baseline,257.0
5,21,13;25;28;46;69,0.0956666,9.56666,42.6245,s0_baseline,258.0
5,22,11;10;34;42;72,0.0322986,6.45972,44.5956,s0_baseline,259.0
5,22,11;8;7;37;39;75;65,0.00284135,0.56827,46.7377,s0_baseline,260.0
5,22,13;25;28;46,0.96486,192.972,38.3293,s0_baseline,261.0
5,23,11;8;7;37;39;76,0.126331,12.6331,34.915,s0_baseline,262.0
5,23,11;10;34;42,0.873669,87.3669,32.6997,s0_baseline,263.0
6,1,14;3,1.0,300.0,12.7042,s0_baseline,264.0
6,2,14,1.0,400.0,6.70324,s0_baseline,265.0
6,3,14;3;2,0.342121,102.636,16.7136,s0_baseline,266.0
6,3,15;11;8,0.657879,197.364,16.2287,s0_baseline,267.0
6,4,15;11,1.0,400.0,11.934,s0_baseline,268.0
6,5,15,1.0,200.0,9.59473,s0_baseline,269.0
6,7,15;13;24;20,0.00348826,1.39531,39.9077,s0_baseline,270.0
6,7,16;20,0.996512,398.605,20.4529,s0_baseline,271.0
6,8,15;13;24,0.00348826,2.79061,34.3815,s0_baseline,272.0
6,8,16,0.996512,797.209,14.9267,s0_baseline,273.0
6,9,15;13,1.0,400.0,19.5028,s0_baseline,274.0
6,10,15;11;10;32,0.00406006,3.24805,31.6202,s0_baseline,275.0
6,10,15;13;25,0.989281,791.424,25.268,s0_baseline,276.0
6,10,16;22;48,0.00665941,5.32753,46.0383,s0_baseline,277.0
6,11,15;11;10,1.0,400.0,19.4184,s0_baseline,278.0
6,12,14;3;2;7,0.342121,68.4242,20.7376,s0_baseline,279.0
6,12,15;11;8;7,0.657879,131.576,20.2527,s0_baseline,280.0
6,13,14;3;2;7;37,0.342121,68.4242,23.7653,s0_baseline,281.0
6,13,15;11;8;7;37,0.657879,131.576,23.2804,s0_baseline,282.0
6,14,16;20;18;56;62;66;76;71,0.00284135,0.284135,59.278,s0_baseline,283.0
6,14,14;3;2;7;37;39;76;71,0.00348826,0.348826,54.0609,s0_baseline,284.0
6,14,15;11;10;34,0.99367,99.367,33.3947,s0_baseline,285.0
6,15,16;20;18;56;61;57,0.0308562,6.17123,40.3921,s0_baseline,286.0
6,15,16;20;18;56;62;65;67,0.00284135,0.56827,48.2093,s0_baseline,287.0
6,15,15;13;25;28,0.955583,191.117,38.9387,s0_baseline,288.0
6,15,16;22;49;53;57,0.0107195,2.1439,46.6699,s0_baseline,289.0
6,16,16;20;18;55,0.0581986,52.3787,25.6799,s0_baseline,290.0
6,16,15;13;24;20;18;55,0.00348826,3.13944,45.1346,s0_baseline,291.0
6,16,16;22,0.938313,844.482,25.6032,s0_baseline,292.0
6,17,16;20;18;55;49,0.0429233,21.4617,34.9523,s0_baseline,293.0
6,17,15;13;25;30,0.0187636,9.38178,41.9479,s0_baseline,294.0
6,17,16;22;49,0.938313,469.157,34.8757,s0_baseline,295.0
6,18,16;22;50,0.00705753,0.705753,28.774,s0_baseline,296.0
6,18,15;13;24;20;18,0.00348826,0.348826,41.9658,s0_baseline,297.0
6,18,16;20;18,0.989454,98.9454,22.5111,s0_baseline,298.0
6,19,16;20;18;56;62;65;67;45,0.00284135,0.56827,52.5238,s0_baseline,299.0
6,19,16;20;18;56;61,0.974014,194.803,36.0753,s0_baseline,300.0
6,19,15;13;25;28;45,0.012425,2.48501,43.2532,s0_baseline,301.0
6,19,16;22;49;53,0.0107195,2.1439,42.3531,s0_baseline,302.0
6,20,16;22;50;56,0.00705753,2.11726,33.044,s0_baseline,303.0
6,20,15;13;25;28;45;59,0.00348826,1.04648,52.6399,s0_baseline,304.0
6,20,16;20;18;56,0.989454,296.836,26.7811,s0_baseline,305.0
6,21,16;22;50;56;62,0.00406006,0.406006,41.3051,s0_baseline,306.0
6,21,16;22;50;56;63;69,0.00299747,0.299747,45.1865,s0_baseline,307.0
6,21,15;13;25;28;45;59;62,0.00348826,0.348826,60.901,s0_baseline,308.0
6,21,16;20;18;56;62,0.989454,98.9454,35.0422,s0_baseline,309.0
6,22,15;11;10;34;42;72,0.0120671,2.41343,54.1903,s0_baseline,310.0
6,22,16;22;50;56;63,0.00705753,1.41151,40.8913,s0_baseline,311.0
6,22,16;20;18;56;62;65,0.00284135,0.56827,39.3411,s0_baseline,312.0
6,22,15;13;25;28;46,0.00348826,0.697653,47.924,s0_baseline,313.0
6,22,16;20;18;56;63,0.974546,194.909,34.6284,s0_baseline,314.0
6,23,15;11;8;7;37;39;76,0.107567,10.7567,44.5097,s0_baseline,315.0
6,23,16;20;18;56;62;66;76,0.00284135,0.284135,50.2117,s0_baseline,316.0
6,23,14;3;2;7;37;39;76,0.0159222,1.59222,44.9946,s0_baseline,317.0
6,23,15;11;10;34;42,0.873669,87.3669,42.2945,s0_baseline,318.0
6,24,15;11;8;7;37;39,0.64716,64.716,40.7497,s0_baseline,319.0
6,24,15;11;10;34;42;73,0.00406006,0.406006,46.1181,s0_baseline,320.0
6,24,14;3;2;7;37;39,0.33928,33.928,41.2346,s0_baseline,321.0
6,24,16;20;18;56;62;66,0.00950077,0.950077,46.4517,s0_baseline,322.0
7,1,17;21;23;11;8;5,0.00348826,1.74413,41.7187,s0_baseline,323.0
7,1,17;19;14;3,0.996512,498.256,33.163,s0_baseline,324.0
7,2,17;21;23;11;8;5;1,0.00348826,0.697653,47.7196,s0_baseline,325.0
7,2,17;19;14,0.996512,199.302,27.162,s0_baseline,326.0
7,3,17;19;14;3;2,0.214108,21.4108,37.1724,s0_baseline,327.0
7,3,17;21;23;11;8,0.177946,17.7946,37.71,s0_baseline,328.0
7,3,17;19;15;11;8,0.607946,60.7946,36.6875,s0_baseline,329.0
7,4,17;21;23;11,0.318877,127.551,33.4152,s0_baseline,330.0
7,4,17;19;15;11,0.681123,272.449,32.3928,s0_baseline,331.0
7,5,17;21;23,0.318877,63.7753,31.076,s0_baseline,332.0
7,5,17;19;15,0.681123,136.225,30.0535,s0_baseline,333.0
7,6,17;21;23;12,0.00348826,1.39531,41.1573,s0_baseline,334.0
7,6,17;19,0.996512,398.605,20.4588,s0_baseline,335.0
7,8,17,1.0,1000.0,5.69245,s0_baseline,336.0
7,9,17;21,0.993341,596.004,21.1484,s0_baseline,337.0
7,9,18;55;48;26,0.00665941,3.99565,31.389,s0_baseline,338.0
7,10,17;21;25,0.0659735,125.35,26.9137,s0_baseline,339.0
7,10,18;56;63;67;43,0.00299747,5.69519,36.7713,s0_baseline,340.0
7,10,18;55;48,0.931029,1768.96,25.6621,s0_baseline,341.0
7,11,17;21;25;27,0.0596439,29.8219,39.3969,s0_baseline,342.0
7,11,17;19;15;11;10,0.0654361,32.718,39.8771,s0_baseline,343.0
7,11,18;56;62;66;76;71;40,0.00284135,1.42068,52.9859,s0_baseline,344.0
7,11,17;21;23;11;10,0.00348826,1.74413,40.8996,s0_baseline,345.0
7,11,18;55;48;27,0.86859,434.295,38.1453,s0_baseline,346.0
7,12,17;19;14;3;2;7,0.214108,149.875,41.1964,s0_baseline,347.0
7,12,17;21;23;11;8;7,0.177946,124.563,41.7339,s0_baseline,348.0
7,12,17;19;15;11;8;7,0.607946,425.562,40.7115,s0_baseline,349.0
7,13,17;19;15;11;8;7;37,0.180012,72.0048,43.7392,s0_baseline,350.0
7,13,17;19;14;3;2;7;37,0.00299747,1.19899,44.224,s0_baseline,351.0
7,13,17;21;23;11;8;7;37,0.0257567,10.3027,44.7616,s0_baseline,352.0
7,13,18;56;62;66;74,0.791234,316.493,43.5096,s0_baseline,353.0
7,14,18;56;61;57;44,0.942998,188.6,32.0916,s0_baseline,354.0
7,14,18;56;62;66;76;71,0.00284135,0.56827,38.8251,s0_baseline,355.0
7,14,18;56;63;70;71,0.0475014,9.50028,35.6132,s0_baseline,356.0
